model,Body_Type,transmission,No_of_owners,centralVariantId,oem,modelYear,Mileage,Fuel_Type,Kilometer,price,City,Car_Age
Santro,Hatchback,Manual,3,1680,Hyundai,2002,19.18624891,Petrol,120000,45000,Chennai,22
i10,Hatchback,Automatic,3,1571,Hyundai,2014,16.95,Petrol,40000,335000,Chennai,10
Jazz,Hatchback,Automatic,1,1340,Honda,2015,19,Petrol,53250,558000,Chennai,9
Tiago,Hatchback,Manual,1,7381,Tata,2022,19.01,Petrol,8848,649000,Chennai,2
Harrier,SUV,Automatic,1,9848,Tata,2022,14.6,Diesel,3000,2250000,Chennai,2
Rapid,Sedan,Manual,1,7839,Skoda,2021,18.97,Petrol,34628,1110000,Chennai,3
Ignis,Hatchback,Manual,1,7586,Maruti,2022,20.89,Petrol,8579,672000,Chennai,2
Triber,MUV,Manual,1,7420,Renault,2022,20,Petrol,17000,675000,Chennai,2
City,Sedan,Manual,1,1215,Honda,2017,17.8,Petrol,40021,795000,Chennai,7
GLS,SUV,Automatic,1,6908,Mercedes-Benz,2021,19.18624891,Diesel,52000,11299999,Chennai,3
i20,Hatchback,Manual,2,1481,Hyundai,2017,18.6,Petrol,46946,587000,Chennai,7
Jazz,Hatchback,Automatic,1,6506,Honda,2019,18.2,Petrol,30772,807000,Chennai,5
Figo,Hatchback,Manual,1,1034,Ford,2012,20,Diesel,74008,260000,Chennai,12
Swift,Sedan,Manual,1,5828,Maruti,2017,28.4,Diesel,31000,760000,Chennai,7
Bolero,SUV,Manual,1,7718,Mahindra,2022,16,Diesel,20000,1070000,Chennai,2
Baleno,Hatchback,Manual,2,6777,Maruti,2020,21.01,Petrol,20000,650000,Chennai,4
S-Presso,Hatchback,Automatic,1,7175,Maruti,2020,21.7,Petrol,31137,520000,Chennai,4
Swift,Sedan,Manual,1,4228,Maruti,2011,19.3,Diesel,90000,350000,Chennai,13
Creta,SUV,Manual,1,6430,Hyundai,2015,15.8,Petrol,77000,875000,Chennai,9
3,Sedan,Automatic,1,6631,BMW,2019,21.76,Diesel,16000,4350000,Chennai,5
XUV500,SUV,Automatic,1,3815,Mahindra,2018,16,Diesel,23000,1450000,Chennai,6
Thar,SUV,Manual,1,7960,Mahindra,2022,15.2,Petrol,9000,1725000,Chennai,2
RediGO,Hatchback,Manual,1,5236,Datsun,2018,22.7,Petrol,28733,302000,Chennai,6
Verna,Sedan,Automatic,1,5962,Hyundai,2018,22,Diesel,61828,1060000,Chennai,6
Innova,MUV,Manual,2,2308,Toyota,2007,12.8,Diesel,150000,600000,Chennai,17
Tigor,Sedan,Manual,1,7373,Tata,2022,19.28,Petrol,60431,722000,Chennai,2
Celerio,Hatchback,Manual,1,6042,Maruti,2018,21.63,Petrol,53269,463000,Chennai,6
Hector,SUV,Automatic,1,8258,MG,2021,19.18624891,Petrol,38000,1770000,Chennai,3
Amaze,Sedan,Manual,2,6415,Honda,2019,19.5,Petrol,37778,627000,Chennai,5
Baleno,Hatchback,Manual,1,3962,Maruti,2017,21.4,Petrol,54024,575000,Chennai,7
Nexon,SUV,Manual,2,5992,Tata,2018,17,Petrol,85941,658000,Chennai,6
Celerio,Hatchback,Automatic,1,6041,Maruti,2018,21.63,Petrol,89329,476999,Chennai,6
Tiago,Hatchback,Manual,2,2983,Tata,2019,23.84,Petrol,40000,500000,Chennai,5
Swift,Hatchback,Manual,1,7085,Maruti,2017,21.21,Petrol,17000,650000,Chennai,7
Ignis,Hatchback,Manual,1,5552,Maruti,2017,20.89,Petrol,83887,455000,Chennai,7
i20,Hatchback,Manual,1,1663,Hyundai,2015,21.19,Diesel,150000,475000,Chennai,9
Innova,MUV,Automatic,1,8183,Toyota,2021,12,Diesel,39000,2800000,Chennai,3
Verna,Sedan,Automatic,1,5966,Hyundai,2018,17,Petrol,23000,975000,Chennai,6
Verna,Sedan,Manual,1,5967,Hyundai,2017,17,Petrol,80000,750000,Chennai,7
Celerio,Hatchback,Automatic,1,3986,Maruti,2016,23.1,Petrol,34000,484999,Chennai,8
Celerio,Hatchback,Manual,1,3983,Maruti,2017,23.1,Petrol,29973,459999,Chennai,7
City,Sedan,Manual,1,7901,Honda,2021,18.6,Petrol,30000,1265000,Chennai,3
i20,Hatchback,Manual,2,1663,Hyundai,2016,21.19,Diesel,80805,567000,Chennai,8
Tiago,Hatchback,Manual,1,6969,Tata,2020,23.84,Petrol,26235,619000,Chennai,4
City,Sedan,Manual,0,1212,Honda,2017,17.8,Petrol,95963,630000,Chennai,7
Creta,SUV,Manual,1,6429,Hyundai,2018,15.8,Petrol,83294,835000,Chennai,6
Hector,SUV,Manual,2,6939,MG,2021,17.41,Diesel,17963,1703000,Chennai,3
Baleno,Hatchback,Manual,1,3970,Maruti,2019,21.4,Petrol,102696,635000,Chennai,5
i20,Hatchback,Manual,2,6815,Hyundai,2019,22.54,Diesel,57206,635000,Chennai,5
Figo,Hatchback,Manual,2,1042,Ford,2013,20,Diesel,120000,300000,Chennai,11
i20,Hatchback,Manual,1,1482,Hyundai,2017,18.6,Petrol,81829,657000,Chennai,7
Celerio,Hatchback,Manual,2,10356,Maruti,2014,25.24,Petrol,54395,390000,Chennai,10
Tigor,Sedan,Manual,1,5612,Tata,2019,24.7,Diesel,50000,620000,Chennai,5
Ameo,Sedan,Manual,2,1883,Volkswagen,2017,17,Petrol,70000,465000,Chennai,7
i20,Hatchback,Manual,1,1483,Hyundai,2015,18.6,Petrol,36000,590000,Chennai,9
MU,SUV,Manual,2,5205,Isuzu,2016,12.08,Diesel,125000,950000,Chennai,8
CLA,Sedan,Automatic,2,5520,Mercedes-Benz,2018,17.9,Diesel,75000,2150000,Chennai,6
E-Class,Sedan,Automatic,1,8410,Mercedes-Benz,2018,16.1,Diesel,45007,4600000,Chennai,6
Amaze,Sedan,Manual,1,6415,Honda,2016,19.5,Petrol,49617,490000,Chennai,8
Etios,Sedan,Manual,1,2180,Toyota,2016,16.78,Petrol,57782,620000,Chennai,8
Superb,Sedan,Automatic,1,3222,Skoda,2015,17.2,Diesel,38000,1950000,Chennai,9
5,Sedan,Automatic,3,259,BMW,2008,11.5,Diesel,110000,680000,Chennai,16
Jazz,Hatchback,Manual,2,1339,Honda,2018,18.7,Petrol,22066,594000,Chennai,6
i20,Hatchback,Manual,1,1480,Hyundai,2016,18.6,Petrol,65707,536000,Chennai,8
Celerio,Hatchback,Manual,1,3980,Maruti,2015,23.1,Petrol,89488,365000,Chennai,9
Ignis,Hatchback,Automatic,2,5555,Maruti,2017,20.89,Petrol,88663,544000,Chennai,7
Tiago,Hatchback,Manual,1,6969,Tata,2020,23.84,Petrol,31679,566000,Chennai,4
Grand,Hatchback,Manual,1,1542,Hyundai,2013,18.9,Petrol,68178,420000,Chennai,11
City,Sedan,Manual,2,1215,Honda,2017,17.8,Petrol,61279,748000,Chennai,7
Amaze,Sedan,Manual,1,7443,Honda,2021,18.6,Petrol,8963,880000,Chennai,3
Swift,Sedan,Manual,1,7077,Maruti,2017,21.21,Petrol,80281,616000,Chennai,7
Hector,SUV,Manual,1,6932,MG,2020,14.16,Petrol,50580,1554000,Chennai,4
Cooper,Hatchback,Automatic,1,5189,Mini,2014,19.23,Petrol,21000,2100000,Chennai,10
Q3,SUV,Automatic,1,5905,Audi,2016,15.73,Diesel,55000,2175000,Chennai,8
GLE,SUV,Automatic,2,4651,Mercedes-Benz,2018,17.9,Diesel,70000,4200000,Chennai,6
Q5,SUV,Automatic,1,7225,Audi,2019,8.5,Petrol,58000,4300000,Chennai,5
Vento,Sedan,Manual,1,1998,Volkswagen,2018,16.09,Petrol,65224,725000,Chennai,6
Ritz,Hatchback,Manual,1,4159,Maruti,2010,21.1,Petrol,120000,275000,Chennai,14
X5,SUV,Automatic,1,366,BMW,2018,15.97,Diesel,42001,5750000,Chennai,6
Swift,Sedan,Manual,1,6857,Maruti,2017,19,Petrol,30316,635000,Chennai,7
E-Class,Sedan,Automatic,3,4622,Mercedes-Benz,2013,13,Diesel,64000,1800000,Chennai,11
S60,Sedan,Automatic,1,2072,Volvo,2015,9,Diesel,40000,1900000,Chennai,9
Swift,Hatchback,Manual,1,10403,Maruti,2017,22.38,Petrol,100526,509999,Chennai,7
Swift,Hatchback,Manual,1,10407,Maruti,2021,22.38,Petrol,17273,817000,Chennai,3
SX4,SUV,Manual,1,4276,Maruti,2018,23.65,Diesel,107737,850000,Chennai,6
Ecosport,SUV,Manual,2,885,Ford,2016,15.85,Petrol,111586,539000,Chennai,8
Baleno,Hatchback,Automatic,2,3964,Maruti,2017,21.4,Petrol,73369,538000,Chennai,7
Alto,Hatchback,Manual,1,3903,Maruti,2012,19.7,Petrol,63697,235000,Chennai,12
i20,Hatchback,Manual,1,5701,Hyundai,2018,18.6,Petrol,45224,666000,Chennai,6
Figo,Hatchback,Manual,2,1035,Ford,2010,20,Diesel,110701,210000,Chennai,14
Wagon,Hatchback,Manual,2,4322,Maruti,2016,20.51,Petrol,49124,413000,Chennai,8
Swift,Sedan,Manual,1,10244,Maruti,2016,22.41,Petrol,96861,505000,Chennai,8
i10,Hatchback,Manual,2,1586,Hyundai,2009,20.36,Petrol,64636,300000,Chennai,15
A6,Sedan,Automatic,1,60,Audi,2014,17.68,Diesel,134000,890000,Chennai,10
800,Hatchback,Manual,1,3892,Maruti,2002,16.1,Petrol,20000,140000,Chennai,22
Kiger,SUV,Automatic,1,8352,Renault,2022,19.03,Petrol,14118,810000,Chennai,2
Meridian,SUV,Automatic,1,9907,Jeep,2023,19.18624891,Diesel,1200,4100000,Chennai,1
Ecosport,SUV,Automatic,2,6089,Ford,2018,14.8,Petrol,36000,725000,Chennai,6
Kushaq,SUV,Automatic,1,8677,Skoda,2022,17.2,Petrol,10000,1755000,Chennai,2
Seltos,SUV,Manual,1,7106,Kia,2019,16.8,Petrol,50000,1050000,Chennai,5
Urban,SUV,Manual,1,7970,Toyota,2021,17.03,Petrol,30000,1000000,Chennai,3
Rapid,Sedan,Automatic,1,3156,Skoda,2018,14.84,Petrol,29000,850000,Chennai,6
i20,Hatchback,Manual,2,1482,Hyundai,2014,18.6,Petrol,55940,508000,Chennai,10
City,Sedan,Manual,2,5620,Honda,2018,25.6,Diesel,115915,851000,Chennai,6
KWID,Hatchback,Automatic,1,10081,Renault,2022,22.3,Petrol,1000,625000,Chennai,2
Jazz,Hatchback,Automatic,2,1340,Honda,2016,19,Petrol,96184,560000,Chennai,8
i10,Hatchback,Manual,1,1569,Hyundai,2014,19.81,Petrol,87780,335000,Chennai,10
i20,Hatchback,Manual,1,1481,Hyundai,2015,18.6,Petrol,118921,445000,Chennai,9
Ecosport,SUV,Manual,2,6093,Ford,2019,23,Diesel,73834,830000,Chennai,5
Thar,SUV,Automatic,1,8076,Mahindra,2022,19.18624891,Diesel,20000,1789999,Chennai,2
Baleno,Hatchback,Manual,1,3970,Maruti,2016,21.4,Petrol,38514,630000,Chennai,8
Swift,Sedan,Manual,2,10244,Maruti,2016,22.41,Petrol,74401,527000,Chennai,8
Creta,SUV,Automatic,1,8054,Hyundai,2020,16.8,Petrol,40000,1320000,Chennai,4
Swift,Hatchback,Manual,1,10407,Maruti,2022,22.38,Petrol,9000,860000,Chennai,2
Creta,SUV,Manual,1,5362,Hyundai,2017,15.29,Petrol,50000,766000,Chennai,7
Swift,Sedan,Manual,1,7709,Maruti,2020,22.41,Petrol,40000,610000,Chennai,4
Rapid,Sedan,Automatic,3,3136,Skoda,2015,21.66,Diesel,80000,475000,Chennai,9
Grand,Hatchback,Manual,2,1542,Hyundai,2014,18.9,Petrol,82000,390000,Chennai,10
Aura,Sedan,Automatic,1,7331,Hyundai,2020,20.1,Petrol,32947,680000,Chennai,4
Meridian,SUV,Manual,1,9906,Jeep,2022,19.18624891,Diesel,9000,3150000,Chennai,2
Verna,Sedan,Manual,1,5967,Hyundai,2018,17,Petrol,25000,855000,Chennai,6
XL6,MUV,Manual,1,7030,Maruti,2022,19.01,Petrol,10000,1200000,Chennai,2
Slavia,Sedan,Manual,1,8696,Skoda,2022,18.72,Petrol,8413,1786000,Chennai,2
i20,Hatchback,Manual,1,1483,Hyundai,2016,18.6,Petrol,34460,614000,Chennai,8
Swift,Sedan,Manual,1,4226,Maruti,2010,17.5,Petrol,33886,340000,Chennai,14
i20,Hatchback,Manual,2,1665,Hyundai,2016,17.19,Petrol,57910,558000,Chennai,8
Triber,MUV,Manual,2,10070,Renault,2020,20,Petrol,46233,650000,Chennai,4
City,Sedan,Automatic,1,7905,Honda,2017,18.3,Petrol,60000,950000,Chennai,7
Swift,Hatchback,Manual,1,10403,Maruti,2021,22.38,Petrol,48979,710000,Chennai,3
Hector,SUV,Automatic,1,7486,MG,2019,13.96,Petrol,42000,1700000,Chennai,5
Ecosport,SUV,Manual,1,892,Ford,2016,22.77,Diesel,106165,684000,Chennai,8
RediGO,Hatchback,Manual,1,5236,Datsun,2018,22.7,Petrol,91261,309000,Chennai,6
Celerio,Hatchback,Manual,1,7366,Maruti,2018,21.63,Petrol,36711,500000,Chennai,6
3,Sedan,Automatic,1,8267,BMW,2021,15.3,Petrol,9000,5500000,Chennai,3
Baleno,Hatchback,Manual,0,3962,Maruti,2018,21.4,Petrol,30428,650000,Chennai,6
KWID,Hatchback,Manual,1,5640,Renault,2018,23.01,Petrol,49791,360000,Chennai,6
Hector,SUV,Manual,1,7907,MG,2021,16.65,Diesel,40000,1875000,Chennai,3
Xcent,Sedan,Manual,2,1871,Hyundai,2014,19.1,Petrol,40000,450000,Chennai,10
Baleno,Hatchback,Automatic,2,3964,Maruti,2018,21.4,Petrol,50000,660000,Chennai,6
Vitara,SUV,Manual,1,4299,Maruti,2019,24.3,Diesel,60000,950000,Chennai,5
Ameo,Sedan,Manual,1,6006,Volkswagen,2017,17,Petrol,60000,500000,Chennai,7
Endeavour,SUV,Automatic,1,915,Ford,2017,12.62,Diesel,70000,2390000,Chennai,7
Wagon,Hatchback,Manual,2,4310,Maruti,2014,20.51,Petrol,107158,361000,Chennai,10
Grand,Hatchback,Manual,1,5604,Hyundai,2019,18.9,Petrol,90811,549000,Chennai,5
Figo,Hatchback,Manual,3,1038,Ford,2012,15.6,Petrol,76454,210000,Chennai,12
Swift,Hatchback,Manual,1,10403,Maruti,2021,22.38,Petrol,57464,704000,Chennai,3
Amaze,Sedan,Manual,1,6419,Honda,2019,19.5,Petrol,95072,729000,Chennai,5
City,Sedan,Automatic,1,1276,Honda,2014,18,Petrol,51789,700000,Chennai,10
i20,Hatchback,Manual,2,5701,Hyundai,2018,18.6,Petrol,56028,619000,Chennai,6
City,Sedan,Manual,1,1212,Honda,2017,17.8,Petrol,60000,725000,Chennai,7
Grand,Hatchback,Manual,1,7091,Hyundai,2020,20.7,Petrol,36460,621000,Chennai,4
Amaze,Sedan,Manual,1,6415,Honda,2020,19.5,Petrol,103249,685000,Chennai,4
City,Sedan,Manual,1,6909,Honda,2021,18.6,Petrol,45568,950000,Chennai,3
Endeavour,SUV,Automatic,1,914,Ford,2017,12.62,Diesel,130000,1850000,Chennai,7
Hector,SUV,Manual,1,7907,MG,2021,16.65,Diesel,60000,1850000,Chennai,3
Rapid,Sedan,Manual,1,3168,Skoda,2013,20.5,Diesel,100521,409999,Chennai,11
Ameo,Sedan,Manual,1,6382,Volkswagen,2019,19.44,Petrol,42709,570000,Chennai,5
TUV,SUV,Manual,2,3753,Mahindra,2016,18.49,Diesel,150000,550000,Chennai,8
City,Sedan,Manual,1,1279,Honda,2015,17.4,Petrol,100000,600000,Chennai,9
Jetta,Sedan,Manual,3,1909,Volkswagen,2009,15,Diesel,120000,225999,Chennai,15
Elantra,Sedan,Automatic,1,5384,Hyundai,2018,14.62,Petrol,30000,1350000,Chennai,6
3,Sedan,Automatic,1,198,BMW,2016,22.69,Diesel,70000,2600000,Chennai,8
Grand,Hatchback,Manual,1,1552,Hyundai,2014,18.9,Petrol,104279,365000,Chennai,10
i20,Hatchback,Manual,1,1665,Hyundai,2018,17.19,Petrol,73321,707000,Chennai,6
Verna,Sedan,Manual,1,5967,Hyundai,2017,17,Petrol,50000,800000,Chennai,7
Santro,Hatchback,Manual,1,6667,Hyundai,2018,20.3,Petrol,34279,520000,Chennai,6
i20,Hatchback,Manual,2,1483,Hyundai,2016,18.6,Petrol,55040,602000,Chennai,8
Verna,Sedan,Automatic,2,6674,Hyundai,2018,22,Diesel,39000,1050000,Chennai,6
i20,Hatchback,Manual,2,1487,Hyundai,2014,22.54,Diesel,104336,546000,Chennai,10
S90,Sedan,Automatic,3,7531,Volvo,2019,18,Diesel,45000,3475000,Chennai,5
City,Sedan,Manual,1,7904,Honda,2020,18.6,Petrol,69617,1188000,Chennai,4
i20,Hatchback,Manual,1,1483,Hyundai,2016,18.6,Petrol,47429,621000,Chennai,8
Swift,Hatchback,Manual,1,7084,Maruti,2015,21.21,Petrol,67000,515000,Chennai,9
Polo,Hatchback,Manual,1,1947,Volkswagen,2016,16.2,Petrol,80000,600000,Chennai,8
Polo,Hatchback,Manual,1,6300,Volkswagen,2018,18.78,Petrol,27000,775000,Chennai,6
Ecosport,SUV,Manual,2,883,Ford,2016,22.77,Diesel,56000,645000,Chennai,8
Amaze,Sedan,Manual,1,7440,Honda,2018,18.6,Petrol,33379,650000,Chennai,6
Ciaz,Sedan,Manual,1,5718,Maruti,2017,28.09,Diesel,80000,700000,Chennai,7
Xcent,Sedan,Manual,1,8077,Hyundai,2016,19.1,Petrol,90000,437000,Chennai,8
Xcent,Sedan,Manual,1,1872,Hyundai,2015,19.1,Petrol,50197,459999,Chennai,9
Accent,Sedan,Manual,2,1424,Hyundai,2012,16.36,Petrol,80000,250000,Chennai,12
Jazz,Hatchback,Manual,0,1341,Honda,2016,18.7,Petrol,60611,520000,Chennai,8
Ecosport,SUV,Manual,3,888,Ford,2017,15.85,Petrol,61120,566000,Chennai,7
KWID,Hatchback,Manual,1,5375,Renault,2019,23.01,Petrol,55415,403000,Chennai,5
F-Pace,SUV,Automatic,1,4996,Jaguar,2018,16.38,Diesel,52000,4950000,Chennai,6
Jazz,Hatchback,Manual,1,1341,Honda,2015,18.7,Petrol,48579,517000,Chennai,9
Xcent,Sedan,Manual,2,1873,Hyundai,2016,19.1,Petrol,59532,449000,Chennai,8
City,Sedan,Manual,2,1248,Honda,2014,17,Petrol,200300,455000,Chennai,10
Jetta,Sedan,Manual,1,1921,Volkswagen,2014,14.69,Petrol,113231,643000,Chennai,10
TUV,SUV,Manual,2,3755,Mahindra,2018,18.49,Diesel,106338,705000,Chennai,6
Altroz,Hatchback,Manual,1,8278,Tata,2021,23.64,Diesel,40629,889000,Chennai,3
Swift,Sedan,Automatic,2,4214,Maruti,2016,26.59,Diesel,73341,621000,Chennai,8
3,Sedan,Automatic,2,196,BMW,2011,22.69,Diesel,39001,1400000,Chennai,13
City,Sedan,Manual,1,7261,Honda,2014,17.4,Petrol,81532,630000,Chennai,10
City,Sedan,Manual,1,7259,Honda,2015,17.4,Petrol,108818,530000,Chennai,9
Baleno,Hatchback,Manual,1,6776,Maruti,2017,21.01,Petrol,35419,678000,Chennai,7
C-Class,Sedan,Automatic,2,4675,Mercedes-Benz,2011,19.71,Diesel,80000,1200000,Chennai,13
Fluence,Sedan,Manual,2,5083,Renault,2014,20.4,Diesel,100000,524000,Chennai,10
A4,Sedan,Automatic,1,12,Audi,2014,17.11,Diesel,12000,2150000,Chennai,10
Verna,Sedan,Manual,1,1821,Hyundai,2011,22.32,Diesel,70001,675000,Chennai,13
Xcent,Sedan,Manual,1,1864,Hyundai,2014,24.4,Diesel,61331,470000,Chennai,10
Amaze,Sedan,Manual,1,1163,Honda,2014,25.8,Diesel,51438,530000,Chennai,10
Santro,Hatchback,Manual,1,6666,Hyundai,2019,20.3,Petrol,67988,463000,Chennai,5
Jazz,Hatchback,Automatic,2,6506,Honda,2019,18.2,Petrol,36032,727000,Chennai,5
City,Sedan,Manual,1,7259,Honda,2015,17.4,Petrol,114883,515000,Chennai,9
Swift,Sedan,Manual,1,10244,Maruti,2016,22.41,Petrol,88584,547000,Chennai,8
Ritz,Hatchback,Manual,2,4139,Maruti,2012,23.2,Diesel,97419,307000,Chennai,12
X3,SUV,Automatic,1,6451,BMW,2019,13.17,Petrol,70000,4800000,Chennai,5
Ecosport,SUV,Manual,2,909,Ford,2015,22.7,Diesel,106498,529000,Chennai,9
X3,SUV,Automatic,1,6451,BMW,2019,13.17,Petrol,70000,4800000,Chennai,5
Swift,Hatchback,Manual,2,4164,Maruti,2016,25.2,Diesel,68177,624000,Chennai,8
Slavia,Sedan,Manual,1,8696,Skoda,2022,18.72,Petrol,27524,1816000,Chennai,2
SX4,SUV,Manual,1,4277,Maruti,2017,23.65,Diesel,75471,850000,Chennai,7
Amaze,Sedan,Manual,1,10519,Honda,2021,18.6,Petrol,8000,745000,Chennai,3
Carens,MUV,Automatic,1,8791,Kia,2022,19.18624891,Petrol,13200,1689999,Chennai,2
Creta,SUV,Manual,1,6775,Hyundai,2021,19.18624891,Petrol,20000,1150000,Chennai,3
C5,SUV,Automatic,1,8417,Citroen,2022,18.6,Diesel,20000,3000000,Chennai,2
Alto,Hatchback,Manual,1,3946,Maruti,2017,23.95,Petrol,60730,310000,Chennai,7
Swift,Sedan,Manual,2,4208,Maruti,2016,20.85,Petrol,44494,495000,Chennai,8
Ertiga,MUV,Manual,1,4035,Maruti,2017,17.5,Petrol,20000,800000,Chennai,7
Nexon,SUV,Automatic,1,6500,Tata,2019,21.5,Diesel,45673,825000,Chennai,5
Fortuner,SUV,Manual,1,5503,Toyota,2020,14.24,Diesel,26000,3575000,Chennai,4
Verna,Sedan,Manual,1,1775,Hyundai,2017,17.01,Petrol,51878,774000,Chennai,7
Micra,Hatchback,Automatic,1,5488,Nissan,2017,19.15,Petrol,56747,525000,Chennai,7
Swift,Hatchback,Manual,1,4175,Maruti,2018,20.4,Petrol,38000,600000,Chennai,6
i20,Hatchback,Manual,2,1483,Hyundai,2016,18.6,Petrol,76457,582000,Chennai,8
Jazz,Hatchback,Manual,2,1341,Honda,2017,18.7,Petrol,78880,551000,Chennai,7
Swift,Sedan,Manual,1,4212,Maruti,2015,20.85,Petrol,19593,525000,Chennai,9
i20,Hatchback,Manual,1,1483,Hyundai,2016,18.6,Petrol,84429,583000,Chennai,8
i20,Hatchback,Manual,1,8152,Hyundai,2021,25,Diesel,27599,825000,Chennai,3
Triber,MUV,Manual,1,10070,Renault,2020,20,Petrol,76898,670000,Chennai,4
Polo,Hatchback,Manual,2,1956,Volkswagen,2013,16.47,Petrol,119070,396000,Chennai,11
Indica,Hatchback,Manual,2,2502,Tata,2004,13.5,Diesel,120000,49000,Chennai,20
Swift,Sedan,Manual,1,4210,Maruti,2017,20.85,Petrol,32199,590000,Chennai,7
Tiago,Hatchback,Manual,1,2983,Tata,2016,23.84,Petrol,85607,400000,Chennai,8
Baleno,Hatchback,Manual,1,3970,Maruti,2019,21.4,Petrol,30000,700000,Chennai,5
TUV,SUV,Manual,1,3759,Mahindra,2017,18.49,Diesel,80000,700000,Chennai,7
Scorpio,SUV,Manual,1,7764,Mahindra,2019,19.18624891,Diesel,1200000,1150000,Chennai,5
Jazz,Hatchback,Automatic,1,1340,Honda,2016,19,Petrol,45429,595000,Chennai,8
KWID,Hatchback,Manual,1,7428,Renault,2019,22.25,Petrol,9000,459999,Chennai,5
Alto,Hatchback,Manual,1,6789,Maruti,2019,24.7,Petrol,31000,395000,Chennai,5
Polo,Hatchback,Manual,1,1975,Volkswagen,2013,20.14,Diesel,81488,434999,Chennai,11
Polo,Hatchback,Manual,1,6973,Volkswagen,2019,18.78,Petrol,94439,666000,Chennai,5
Swift,Hatchback,Manual,3,10403,Maruti,2013,22.38,Petrol,98481,380000,Chennai,11
Baleno,Hatchback,Manual,1,3970,Maruti,2018,21.4,Petrol,20000,700000,Chennai,6
Vento,Sedan,Automatic,2,1996,Volkswagen,2016,22.15,Diesel,100894,692000,Chennai,8
Swift,Hatchback,Manual,1,4164,Maruti,2016,25.2,Diesel,86215,590000,Chennai,8
Fiesta,Sedan,Manual,2,960,Ford,2006,17.8,Diesel,120000,125000,Chennai,18
Polo,Hatchback,Manual,2,1947,Volkswagen,2017,16.2,Petrol,98115,520000,Chennai,7
Swift,Sedan,Manual,1,4226,Maruti,2019,17.5,Petrol,47125,695000,Chennai,5
Wagon,Hatchback,Manual,1,8843,Maruti,2022,23.56,Petrol,4453,607000,Chennai,2
Punch,SUV,Manual,1,8658,Tata,2022,20.09,Petrol,9991,688000,Chennai,2
Wagon,Hatchback,Manual,1,4333,Maruti,2021,18.9,Petrol,4564,660000,Chennai,3
Figo,Hatchback,Manual,1,1034,Ford,2012,20,Diesel,108713,250000,Chennai,12
City,Sedan,Manual,1,7901,Honda,2021,18.6,Petrol,13000,1245000,Chennai,3
WR-V,SUV,Manual,2,5475,Honda,2017,17.5,Petrol,55450,575000,Chennai,7
Creta,SUV,Manual,1,8179,Hyundai,2016,13,Petrol,49000,844999,Chennai,8
Xcent,Sedan,Manual,1,5784,Hyundai,2015,20.14,Petrol,86694,405000,Chennai,9
Swift,Sedan,Manual,2,6858,Maruti,2013,23.4,Diesel,150000,300000,Chennai,11
City,Sedan,Manual,0,7260,Honda,2019,17.4,Petrol,25284,925000,Chennai,5
Glanza,Hatchback,Manual,1,6902,Toyota,2021,21.01,Petrol,30000,750000,Chennai,3
3,Sedan,Automatic,2,243,BMW,2015,18.88,Diesel,109000,1300000,Chennai,9
Carens,MUV,Manual,1,8789,Kia,2022,16.2,Petrol,4605,1714000,Chennai,2
Sonet,SUV,Manual,1,8006,Kia,2020,18.2,Petrol,49218,927999,Chennai,4
City,Sedan,Manual,1,6909,Honda,2021,18.6,Petrol,45568,950000,Chennai,3
Punch,SUV,Manual,1,8658,Tata,2022,20.09,Petrol,36035,702000,Chennai,2
XUV300,SUV,Manual,1,7755,Mahindra,2020,20.1,Diesel,45242,844999,Chennai,4
Rover,SUV,Automatic,2,4860,Land Rover,2018,12.51,Diesel,38000,3475000,Chennai,6
Tiago,Hatchback,Automatic,1,6967,Tata,2019,23.84,Petrol,52979,513000,Chennai,5
Amaze,Sedan,Manual,2,7450,Honda,2015,24.7,Diesel,67130,570000,Chennai,9
BR-V,SUV,Manual,1,1185,Honda,2018,15.4,Petrol,19595,851000,Chennai,6
Scorpio,SUV,Manual,1,9237,Mahindra,2022,19.18624891,Diesel,23183,2350000,Chennai,2
3,Sedan,Automatic,1,8275,BMW,2022,19.62,Diesel,15000,5790000,Chennai,2
Celerio,Hatchback,Manual,1,3979,Maruti,2014,23.1,Petrol,67558,370000,Chennai,10
Alcazar,SUV,Manual,1,8473,Hyundai,2021,14.5,Petrol,40000,1900000,Chennai,3
Polo,Hatchback,Manual,1,1973,Volkswagen,2014,16.47,Petrol,55664,459999,Chennai,10
Polo,Hatchback,Manual,1,1973,Volkswagen,2014,16.47,Petrol,55664,459999,Chennai,10
i20,Hatchback,Manual,1,1628,Hyundai,2013,21.9,Diesel,109324,365000,Chennai,11
Kodiaq,SUV,Automatic,1,5357,Skoda,2018,16.25,Diesel,118008,2600000,Chennai,6
Duster,SUV,Manual,1,5048,Renault,2016,19.72,Diesel,72000,790000,Chennai,8
Swift,Hatchback,Manual,1,4204,Maruti,2013,22.9,Diesel,86630,450000,Chennai,11
Wagon,Hatchback,Manual,1,4310,Maruti,2014,20.51,Petrol,82476,370000,Chennai,10
Grand,Hatchback,Automatic,2,7092,Hyundai,2019,20.7,Petrol,27749,665000,Chennai,5
Venue,SUV,Automatic,1,7849,Hyundai,2020,18.15,Petrol,21609,1036000,Chennai,4
City,Sedan,Manual,1,1256,Honda,2019,16,Petrol,89609,875000,Chennai,5
Freestyle,Hatchback,Manual,2,6337,Ford,2019,24.4,Diesel,83556,539000,Chennai,5
